1 3097757
2 1466692
3 990265
4 744918
5 602764
6 497365
7 433494
8 1368988
9 457873
10 830616
11 310377
12 446744
13 456092
14 395362
15 395426
16 449508
17 360539
18 686908
19 551207
20 692101
21 814153
22 902019
23 443247
24 969342
25 774185
26 726393
27 629132
28 389049
29 633365
30 625487
